Name,Platform,Release_year,Genre,Publisher,Rating
NBA 2K12,Wii,2011,Sports,Take-Two Interactive,
The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,70
Fantastic Voyage,2600,1981,Action,20th Century Fox Video Games,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010,Sports,Sega,
Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,Virgin Interactive,
Rayman Legends,XOne,2014,Platform,Ubisoft,91
SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ,67
Monopoly,PS3,2008,Misc,Electronic Arts,54
SimCity Creator,DS,2008,Simulation,Electronic Arts,69
Off Road Challenge,N64,1998,Racing,GT Interactive,
Tenchu Z,X360,2006,Action,Microsoft Game Studios,56
Bank Heist,2600,1982,Action,20th Century Fox Video Games,
Conan,PS3,2007,Action,THQ,69
Backstreet Billiards,PS,1998,Misc,ASCII Entertainment,
Carnival,2600,1981,Shooter,Coleco,
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games,60
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,75
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,59
Momotarou Dentetsu DS: Tokyo & Japan,DS,2007,Misc,Hudson Soft,
Point Blank,PS,1997,Shooter,Sony Computer Entertainment,
Disney Infinity 3.0,XOne,2015,Action,Disney Interactive Studios,
Speed Racer: The Videogame,DS,2008,Racing,Warner Bros. Interactive Entertainment,
F.E.A.R.,X360,2006,Shooter,Vivendi Games,85
Tiny Tank,PS,1998,Action,Sony Computer Entertainment,
Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010,Strategy,Konami Digital Entertainment,
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,77
Smart Girl's Party Game,DS,2008,Misc,505 Games,
Spy Hunter,XB,2002,Racing,Midway Games,71
James Bond 007: Legends,PS3,2012,Shooter,Activision,
The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,
Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios,47
Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,57
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,79
Football Manager Handheld 2008,PSP,2007,Sports,Sega,
Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,62
The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,60
Disney Sing It: Pop Hits,PS2,2009,Misc,Disney Interactive Studios,
Dead or Alive 5,PS4,2015,Fighting,Tecmo Koei,
My Baby Boy,DS,2008,Simulation,Nobilis,
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher,82
Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,52
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,75
Imagine: Movie Star,DS,2008,Simulation,Ubisoft,
Fade to Black,PS,1996,Action,Electronic Arts,
MXRider,PS2,2001,Racing,Atari,69
Disney Magic World 2,3DS,2015,Action,Nintendo,
Delta Force: Black Hawk Down,XB,2005,Shooter,NovaLogic,61
Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,58
Angry Birds Star Wars,3DS,2013,Strategy,Activision,
World Championship Poker 2: Featuring Howard Lederer,PS2,2005,Misc,Oxygen Interactive,67
The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,75
Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios,
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft,66
Iron Man 2,DS,2010,Action,Sega,54
Tokyo Highway Battle,PS,1996,Racing,Jaleco,
NHL 09,PS3,2008,Sports,Electronic Arts,88
World of Final Fantasy,PS4,2016,Role-Playing,Square Enix,77
Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,
Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ,72
Bomberman World,PS,1998,Puzzle,Sony Computer Entertainment,
Bejeweled 3,DS,N/A,Puzzle,Unknown,75
NHL 17,PS4,2016,Sports,Electronic Arts,78
Mega Man ZX Advent,DS,2007,Platform,Capcom,78
Transformers: Revenge of the Fallen (DS Versions),DS,2009,Action,Activision,
NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,75
Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,Square Enix,
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,87
Deathtrap Dungeon,PS,1998,Action,Eidos Interactive,
Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games,
Night at the Museum: Battle of the Smithsonian,DS,2009,Action,Majesco Entertainment,
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,44
Avatar: The Last Airbender,DS,2006,Adventure,THQ,64
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,51
WWE Wrestlemania XIX,GC,2003,Fighting,THQ,76
The Sims 2,GC,2005,Simulation,Electronic Arts,73
Hulk,XB,2003,Action,Universal Interactive,69
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,65
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment,91
Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive,84
Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,
NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,82
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,79
BeatMania Append GottaMix,PS,1999,Simulation,Konami Digital Entertainment,
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,75
Fracture,X360,2008,Shooter,LucasArts,63
Ninja Blade,X360,2009,Action,Microsoft Game Studios,68
Bookworm,DS,2009,Puzzle,PopCap Games,80
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,62
Bee Movie Game,Wii,2007,Action,Activision,62
Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision,77
Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive,52
Shrek SuperSlam,GBA,2005,Action,Activision,58
Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,59
World Stadium 3,PS,1999,Sports,Namco Bandai Games,
LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios,67
Extra Bases,GB,1990,Sports,Namco Bandai Games,
Super Power League 2,SNES,1994,Sports,Hudson Soft,
Virtua Tennis 2009,X360,2009,Sports,Sega,70
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,80
MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,79
Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment,78
Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft,
Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,74
Scooby-Doo! First Frights,PS2,2009,Action,Warner Bros. Interactive Entertainment,
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,83
GT Advance Championship Racing,GBA,2001,Racing,THQ,82
Way of the Samurai 2,PS2,2003,Action,Capcom,59
Planet Puzzle League,DS,2007,Puzzle,Nintendo,86
BattleTanx,N64,1998,Action,3DO,
Custom Robo,N64,N/A,Role-Playing,Nintendo,
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,78
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,60
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega,
Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision,
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,84
Clock Tower 3,PS2,2002,Adventure,Capcom,69
Battle Dodge Ball,SNES,1991,Sports,Banpresto,
Etrian Odyssey,DS,2007,Role-Playing,Nintendo,75
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,76
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,61
Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,Majesco Entertainment,54
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,84
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,66
Resonance of Fate,X360,2010,Role-Playing,Sega,74
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,47
We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games,
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,74
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,83
Parodius,PS,1994,Shooter,Konami Digital Entertainment,
The X-Factor,Wii,2010,Misc,Deep Silver,
Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,62
Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,Sega,
Capcom Classics Collection Reloaded,PSP,2006,Misc,Capcom,75
NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,69
Power Rangers: Ninja Storm,GBA,2003,Misc,THQ,55
Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,55
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,88
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007,Misc,Rocket Company,
SSX Blur,Wii,2007,Sports,Electronic Arts,74
DX Game of Life 2,PS,1997,Misc,Takara,
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,80
NBA Live 96,PS,1996,Sports,Electronic Arts,
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,66
Alien: Isolation,PS3,2014,Shooter,Sega,
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,Tecmo Koei,
Teen Titans,GC,2006,Action,THQ,63
Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,65
MX vs. ATV Untamed,Wii,2008,Racing,THQ,70
Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,
Binary Domain,PS3,2012,Action,Sega,72
NBA Live 06,GC,2005,Sports,Electronic Arts,76
Fireball,2600,1981,Action,Starpath Corp.,
Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo,74
Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher,
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,26
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,
NBA 2K10,PSP,2009,Sports,Take-Two Interactive,
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,71
Golden Axe: Beast Rider,X360,2008,Action,Sega,45
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,Play It,
EA Playground,DS,2007,Sports,Electronic Arts,60
Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment,
Discovery Kids: Puppy Playtime,DS,2009,Simulation,505 Games,
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,86
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,65
Nicktoons: Movin',PS2,2004,Action,THQ,
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,65
Chicken Riot,Wii,2010,Action,City Interactive,
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,Namco Bandai Games,
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,
Iron Man 2,Wii,2010,Action,Sega,41
SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,69
NCAA Basketball 10,X360,2009,Sports,Electronic Arts,75
Championship Bass,PS,1999,Sports,Electronic Arts,
The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft,
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,76
Elebits,Wii,2006,Action,Konami Digital Entertainment,75
Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft,
Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,75
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,80
Just Dance 2016,XOne,2015,Misc,Ubisoft,66
Golden Axe: Beast Rider,PS3,2008,Action,Sega,44
Dead Space 2,PC,2011,Shooter,Electronic Arts,87
NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,
Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,
Bratz: Girlz Really Rock,DS,2008,Action,THQ,
Minute to Win It,X360,2011,Misc,Zoo Games,
Kinetica,PS2,2001,Racing,Sony Computer Entertainment,77
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,66
NBA Street V3,XB,2005,Sports,Electronic Arts,89
Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,
Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,50
Remember Me,PS3,2013,Action,Capcom,72
Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,68
OverBlood,PS,1996,Action,Electronic Arts,
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,72
ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,
Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,67
Eternal Sonata,X360,2007,Role-Playing,Atari,79
Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,82
Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,76
Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,
Final Fantasy XI,PS2,N/A,Role-Playing,Unknown,85
Dragon Ball Heroes: Ultimate Mission 2 ,3DS,2014,Strategy,Namco Bandai Games,
Overlord II,X360,2009,Action,Codemasters,75
Madden NFL 09,DS,2008,Sports,Electronic Arts,
Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,74
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,
Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,91
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,THQ,67
Darkwatch,PS2,2005,Shooter,Ubisoft,74
Tony Hawk's American Wasteland,X360,2005,Sports,Activision,75
Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,73
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,D3Publisher,
Pony Friends 2,DS,2009,Simulation,Eidos Interactive,
My Baby: First Steps,DS,2009,Simulation,SouthPeak Games,
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,92
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,43
Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,79
Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,
Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,
Just Dance 2016,X360,2015,Misc,Ubisoft,
Kirby's Block Ball,GB,1995,Puzzle,Nintendo,
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,88
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,81
Bleach: Shattered Blade,Wii,2006,Fighting,Sega,58
FIFA Street 3,PS3,2008,Sports,Electronic Arts,63
Fortress,GBA,2001,Action,Majesco Entertainment,64
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,Disney Interactive Studios,
FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,85
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,67
Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,45
Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,
DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,55
Rally Cross,PS,1997,Racing,Sony Computer Entertainment,
Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,59
Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment,70
Extreme Pinball,PS,1995,Misc,Electronic Arts,
Singularity,X360,N/A,Shooter,Unknown,76
Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,82
Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,49
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,
Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,76
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,N/A,
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,68
Wipeout 2,Wii,2011,Misc,Activision,
SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,
Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,
Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,78
Rock Band Country Track Pack,PS2,2009,Misc,MTV Games,
Prey,X360,2006,Shooter,Take-Two Interactive,79
"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,Adventure,BAM! Entertainment,
Dragster,2600,N/A,Racing,Activision,
Frankenstein's Monster,2600,1982,Action,Data Age,
Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,70
Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,75
Derby Stallion DS,DS,2008,Sports,Enterbrain,
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,59
The Darkness II,PS3,2012,Shooter,Take-Two Interactive,79
NBA 2K3,XB,2002,Sports,Sega,87
Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,
Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,
From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,
Sega Smash Pack,GBA,2002,Misc,Atari,60
All-Star Baseball 2005,PS2,N/A,Sports,Unknown,72
The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,
Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,
Live A Live,SNES,1994,Role-Playing,SquareSoft,
NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,74
Madden NFL 2002,GBA,2001,Sports,Electronic Arts,
Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,
FIFA Street 3,X360,2008,Sports,Electronic Arts,63
Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,55
UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,
Test Drive Unlimited,X360,2006,Racing,Atari,82
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,58
The Biggest Loser,DS,2009,Sports,THQ,63
Power Rangers Samurai,DS,2011,Action,Namco Bandai Games,
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,81
4x4 Evolution,PS2,2001,Racing,Gathering of Developers,64
Clive Barker's Jericho,X360,2007,Shooter,Codemasters,63
Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,
Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,
Power Rangers: Time Force,PS,2001,Action,THQ,
Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,72
Goosebumps HorrorLand,DS,2008,Adventure,Scholastic Inc.,
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,75
Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,
"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,52
DJ Hero,PS2,2009,Misc,Activision,87
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,53
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,63
Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,82
Chicken Blaster,Wii,2009,Shooter,Zushi Games,
Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,71
Shenmue II,XB,2002,Adventure,Microsoft Game Studios,80
Crash of the Titans,X360,2007,Action,Vivendi Games,65
LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment,
Skylanders SWAP Force,XOne,2013,Platform,Activision,
Heart of Darkness,PS,1998,Platform,Ocean,
Rugby World Cup 2011,PS3,2011,Sports,505 Games,50
Virtua Striker 2,DC,1999,Sports,Sega,
F1 Race Stars,PS3,2012,Racing,Codemasters,61
Overlord II,PS3,2009,Action,Codemasters,72
WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,
Shrek the Third,PSP,2007,Action,Activision,57
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,85
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,77
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,70
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,77
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,74
NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,
Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,64
Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,
Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,58
Madden NFL 2004,GBA,2003,Sports,Electronic Arts,70
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,
Mario Golf,GB,1999,Action,Nintendo,
Digimon World: Dawn / Dusk,DS,2007,Role-Playing,Namco Bandai Games,
Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,
Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive,
NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,72
FIFA Street,PS2,2005,Sports,Electronic Arts,59
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,73
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,58
Drakengard 3,PS3,2013,Role-Playing,Square Enix,61
Catherine,X360,2011,Adventure,Deep Silver,82
J Stars Victory Vs.,PS3,2014,Fighting,Namco Bandai Games,
Jampack: Summer 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,
Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,
1001 Touch Games,DS,2011,Action,Avanquest,
The Matrix: Path of Neo,XB,2005,Action,Atari,73
Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,63
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,49
Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,78
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,68
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,
Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,79
Einhänder,PS,1997,Shooter,SquareSoft,
Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,
Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega,32
Metro: Last Light,XOne,2014,Action,Deep Silver,
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,79
WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,82
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,62
Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,
Armored Core: Silent Line,PS2,2003,Simulation,Agetec,
